Chr	Start	Stop	gene_id	.	Strand	Length
4	239604305	239607532	tID=DHH01549B73v400001;Name=DHH01549B73v400001_NA_LCV5p20_LCV3p5	.	+	3228
4	239621315	239621400	tID=DTH_4_239621315_239621400;Name=DTH,TSDlen3,TIRlen14	.	+	86
4	239644289	239649926	tID=DHH00003B73v401423;Name=DHH00003B73v401423_NA_LCV5p10_LCV3p5	.	+	5638
4	239667372	239673777	tID=DHH00002B73v403125;Name=DHH00002B73v403125_Hip1_LCV5p25_LCV3p50	.	+	6406
4	239700454	239716547	tID=DHH00001B73v403325;Name=DHH00001B73v403325_NA_LCV5p10_LCV3p7	.	+	16094
4	239701517	239710253	tID=RLC00014B73v400441;Name=RLC00014B73v400441_ji_LTRsimilarity99.44	.	+	8737
4	239759488	239762427	tID=RLG00382B73v400002;Name=RLG00382B73v400002_NA_LTRsimilarity96.81	.	+	2940
4	239767214	239767686	tID=DTH_4_239767214_239767686;Name=DTH,TSDlen3,TIRlen14	.	+	473
4	239828162	239839276	tID=DHH00002B73v408449;Name=DHH00002B73v408449_Hip1_LCV5p5_LCV3p50	.	+	11115
4	239829404	239830710	tID=RLC00002B73v4S0016;Name=RLC00002B73v4S0016_ji_SoloLTR	.	+	1307
4	239847582	239855662	tID=DHH00010B73v400169;Name=DHH00010B73v400169_NA_LCV5p8_LCV3p5	.	+	8081
4	239851789	239851967	tID=DTA_4_239851789_239851967;Name=DTA,TSDlen8,TIRlen11	.	+	179
4	239853843	239871429	tID=RLX00756B73v400004;Name=RLX00756B73v400004_NA_LTRsimilarity91.02	.	+	17587
4	239872975	239876779	tID=DHH00002B73v403126;Name=DHH00002B73v403126_Hip1_LCV5p12_LCV3p50	.	+	3805
4	239885030	239886040	tID=DTA_4_239885030_239886040;Name=DTA,TSDlen8,TIRlen11	.	+	1011
4	239888998	239897781	tID=RLC00014B73v400442;Name=RLC00014B73v400442_ji_LTRsimilarity99.33	.	+	8784
4	239922274	239922848	tID=DTA_4_239922274_239922848;Name=DTA,TSDlen8,TIRlen11	.	+	575
4	240077081	240085272	tID=DHH00008B73v401067;Name=DHH00008B73v401067_NA_LCV5p12_LCV3p6	.	+	8192
4	240098725	240104380	tID=DHH00002B73v408450;Name=DHH00002B73v408450_Hip1_LCV5p25_LCV3p48	.	+	5656
4	240104720	240109653	tID=DHH00002B73v408451;Name=DHH00002B73v408451_Hip1_LCV5p12_LCV3p35	.	+	4934
4	240109492	240110278	tID=DTA_4_240109492_240110278;Name=DTA,TSDlen8,TIRlen11	.	+	787
4	240122790	240137810	tID=DHH00005B73v401060;Name=DHH00005B73v401060_NA_LCV5p9_LCV3p5	.	+	15021
4	240164537	240164925	tID=DTH_4_240164537_240164925;Name=DTH,TSDlen3,TIRlen14	.	+	389
4	240328923	240335514	tID=DHH00002B73v403128;Name=DHH00002B73v403128_Hip1_LCV5p14_LCV3p5	.	+	6592
4	240335346	240384193	tID=RLG00011B73v401225;Name=RLG00011B73v401225_milt_LTRsimilarity90.15	.	+	48848
4	240375292	240383025	tID=RLC00002B73v405573;Name=RLC00002B73v405573_ji_LTRsimilarity95.62	.	+	7734
4	240392848	240406427	tID=RLG00003B73v404490;Name=RLG00003B73v404490_huck_LTRsimilarity99.63	.	+	13580
4	240408911	240409230	tID=DTH_4_240408911_240409230;Name=DTH,TSDlen3,TIRlen14	.	+	320
4	240501839	240511587	tID=RLG00037B73v400121;Name=RLG00037B73v400121_NA_LTRsimilarity93.92	.	+	9749
4	240501856	240508789	tID=RLG00542B73v4S0248;Name=RLG00542B73v4S0248_NA_SoloLTR	.	+	6934
4	240514273	240561358	tID=RLC01718B73v400002;Name=RLC01718B73v400002_NA_LTRsimilarity93.61	.	+	47086
4	240517016	240517328	tID=DTH_4_240517016_240517328;Name=DTH,TSDlen3,TIRlen14	.	+	313
4	240527070	240542233	tID=RLX04733B73v400002;Name=RLX04733B73v400002_NA_LTRsimilarity95.43	.	+	15164
4	240527898	240537452	tID=RLC00002B73v405575;Name=RLC00002B73v405575_ji_LTRsimilarity99.93	.	+	9555
4	240599507	240619306	tID=DHH00002B73v403129;Name=DHH00002B73v403129_Hip1_LCV5p12_LCV3p39	.	+	19800
4	240623577	240632901	tID=RLG00001B73v407321;Name=RLG00001B73v407321_cinful-zeon_LTRsimilarity98.81	.	+	9325
4	240646786	240657137	tID=DHH01548B73v400001;Name=DHH01548B73v400001_NA_LCV5p7_LCV3p5	.	+	10352
4	240665755	240665882	tID=DTH_4_240665755_240665882;Name=DTH,TSDlen3,TIRlen14	.	+	128
4	240692769	240697725	tID=DHH00002B73v408453;Name=DHH00002B73v408453_Hip1_LCV5p8_LCV3p11	.	+	4957
4	240706275	240718415	tID=DHH00002B73v403130;Name=DHH00002B73v403130_Hip1_LCV5p8_LCV3p30	.	+	12141
4	240792268	240807779	tID=DHH00011B73v400422;Name=DHH00011B73v400422_NA_LCV5p5_LCV3p5	.	+	15512
4	240808154	240822471	tID=RLX09989B73v400001;Name=RLX09989B73v400001_NA_LTRsimilarity97.71	.	+	14318
4	240819924	240820346	tID=DTA_4_240819924_240820346;Name=DTA,TSDlen8,TIRlen11	.	+	423
4	240825037	240825200	tID=DTH_4_240825037_240825200;Name=DTH,TSDlen3,TIRlen14	.	+	164
4	240831974	240849337	tID=DHH00002B73v403131;Name=DHH00002B73v403131_Hip1_LCV5p25_LCV3p50	.	+	17364
4	240871626	240885279	tID=DHH00008B73v400418;Name=DHH00008B73v400418_NA_LCV5p6_LCV3p6	.	+	13654
4	240940096	240940439	tID=DTT_4_240940096_240940439;Name=DTT,TSDlen2,TIRlen12	.	+	344
4	240949752	240958876	tID=RLC00002B73v405578;Name=RLC00002B73v405578_ji_LTRsimilarity97.54	.	+	9125
4	240953547	240954717	tID=DHH00004B73v403001;Name=DHH00004B73v403001_NA_LCV5p7_LCV3p10	.	+	1171
4	240960241	240966691	tID=RLX02127B73v400002;Name=RLX02127B73v400002_NA_LTRsimilarity93.84	.	+	6451
4	240978815	240979093	tID=DTH_4_240978815_240979093;Name=DTH,TSDlen3,TIRlen14	.	+	279
4	241002480	241014142	tID=RLG00008B73v401308;Name=RLG00008B73v401308_doke_LTRsimilarity98.32	.	+	11663
4	241018893	241019047	tID=DTM_4_241018893_241019047;Name=DTM,TSDlen9,TIRlen40	.	+	155
4	241109153	241109532	tID=RST00036B73v400003;Name=RST00036B73v400003_NA_TSDlen13_TSDmismat3	.	+	380
4	241133434	241196545	tID=RLC00887B73v400005;Name=RLC00887B73v400005_NA_LTRsimilarity94.38	.	+	63112
4	241134065	241188105	tID=RLC00004B73v411494;Name=RLC00004B73v411494_opie_LTRsimilarity93.33	.	+	54041
4	241140903	241157244	tID=RLG00001B73v407323;Name=RLG00001B73v407323_cinful-zeon_LTRsimilarity97.1	.	+	16342
4	241160922	241184213	tID=RLG00008B73v402684;Name=RLG00008B73v402684_doke_LTRsimilarity97.93	.	+	23292
4	241344954	241345107	tID=DTM_4_241344954_241345107;Name=DTM,TSDlen9,TIRlen40	.	+	154
4	241409683	241415437	tID=RLG00225B73v400011;Name=RLG00225B73v400011_NA_LTRsimilarity98.84	.	+	5755
4	241424874	241440594	tID=RLG00001B73v407325;Name=RLG00001B73v407325_cinful-zeon_LTRsimilarity91	.	+	15721
4	241443660	241452746	tID=DHH00002B73v408454;Name=DHH00002B73v408454_Hip1_LCV5p10_LCV3p51	.	+	9087
4	241519217	241526168	tID=DHH00002B73v403133;Name=DHH00002B73v403133_Hip1_LCV5p5_LCV3p5	.	+	6952
4	241527406	241562532	tID=RLC00004B73v411866;Name=RLC00004B73v411866_opie_LTRsimilarity89.96	.	+	35127
4	241637907	241653575	tID=DHH00011B73v400150;Name=DHH00011B73v400150_NA_LCV5p10_LCV3p5	.	+	15669
4	241784793	241812593	tID=RLC00067B73v400019;Name=RLC00067B73v400019_NA_LTRsimilarity86.32	.	+	27801
4	241799984	241805730	tID=DHH00002B73v403137;Name=DHH00002B73v403137_Hip1_LCV5p11_LCV3p11	.	+	5747
4	241914292	241916284	tID=DHH00002B73v408455;Name=DHH00002B73v408455_Hip1_LCV5p5_LCV3p15	.	+	1993
4	241932683	241939739	tID=RLC00032B73v400160;Name=RLC00032B73v400160_ebel_LTRsimilarity85.4	.	+	7057
4	241943155	241956632	tID=DHH00006B73v400521;Name=DHH00006B73v400521_NA_LCV5p10_LCV3p5	.	+	13478
4	241966130	241975411	tID=RLG00011B73v400500;Name=RLG00011B73v400500_milt_LTRsimilarity99.39	.	+	9282
4	241977439	241987927	tID=DHH00002B73v403138;Name=DHH00002B73v403138_Hip1_LCV5p7_LCV3p12	.	+	10489
4	241988790	242002935	tID=RLG00405B73v400003;Name=RLG00405B73v400003_ovikoh_LTRsimilarity98.91	.	+	14146
4	242112933	242135944	tID=RLX22510B73v400001;Name=RLX22510B73v400001_NA_LTRsimilarity85.14	.	+	23012
4	242133502	242134792	tID=RLX09985B73v400001;Name=RLX09985B73v400001_NA_LTRsimilarity85.06	.	+	1291
4	242155280	242155907	tID=DHH00002B73v403139;Name=DHH00002B73v403139_Hip1_LCV5p16_LCV3p7	.	+	628
4	242192530	242192656	tID=DTH_4_242192530_242192656;Name=DTH,TSDlen3,TIRlen14	.	+	127
4	242193349	242193570	tID=DTA_4_242193349_242193570;Name=DTA,TSDlen8,TIRlen11	.	+	222
4	242211105	242211211	tID=DTH_4_242211105_242211211;Name=DTH,TSDlen3,TIRlen14	.	+	107
4	242271791	242280097	tID=DHH00002B73v403140;Name=DHH00002B73v403140_Hip1_LCV5p5_LCV3p37	.	+	8307
4	242287550	242287728	tID=DTH_4_242287550_242287728;Name=DTH,TSDlen3,TIRlen14	.	+	179
4	242291486	242305538	tID=DHH00003B73v401426;Name=DHH00003B73v401426_NA_LCV5p11_LCV3p5	.	+	14053
4	242294735	242294886	tID=DTA_4_242294735_242294886;Name=DTA,TSDlen8,TIRlen11	.	+	152
4	242300459	242310007	tID=RLC00260B73v400009;Name=RLC00260B73v400009_NA_LTRsimilarity85.43	.	+	9549
4	242368573	242405437	tID=RLG00073B73v400026;Name=RLG00073B73v400026_NA_LTRsimilarity86.71	.	+	36865
4	242369009	242388987	tID=RLG18028B73v400001;Name=RLG18028B73v400001_NA_LTRsimilarity92.05	.	+	19979
4	242394407	242397287	tID=DHH00032B73v400018;Name=DHH00032B73v400018_NA_LCV5p6_LCV3p5	.	+	2881
4	242405566	242468244	tID=RLG00003B73v412548;Name=RLG00003B73v412548_huck_LTRsimilarity94.72	.	+	62679
4	242497574	242515302	tID=DHH00041B73v400024;Name=DHH00041B73v400024_NA_LCV5p12_LCV3p6	.	+	17729
4	242499545	242511929	tID=RLG00003B73v404495;Name=RLG00003B73v404495_huck_LTRsimilarity98.63	.	+	12385
4	242567203	242567530	tID=DTA_4_242567203_242567530;Name=DTA,TSDlen8,TIRlen11	.	+	328
4	242624273	242630852	tID=DHH00002B73v403141;Name=DHH00002B73v403141_Hip1_LCV5p15_LCV3p47	.	+	6580
4	242648795	242658069	tID=DHH00001B73v403328;Name=DHH00001B73v403328_NA_LCV5p10_LCV3p7	.	+	9275
4	242650000	242650135	tID=DTH_4_242650000_242650135;Name=DTH,TSDlen3,TIRlen14	.	+	136
4	242651575	242692991	tID=RLC00002B73v414230;Name=RLC00002B73v414230_ji_LTRsimilarity94.86	.	+	41417
4	242711626	242715576	tID=DTH_4_242711626_242715576;Name=DTH,TSDlen3,TIRlen14	.	+	3951
4	242867445	242877305	tID=DHH01546B73v400001;Name=DHH01546B73v400001_NA_LCV5p6_LCV3p5	.	+	9861
4	242967020	242971816	tID=RLG00011B73v400502;Name=RLG00011B73v400502_milt_LTRsimilarity95.83	.	+	4797
4	242971613	242984506	tID=DHH00002B73v408459;Name=DHH00002B73v408459_Hip1_LCV5p9_LCV3p5	.	+	12894
4	243034486	243035577	tID=DHH00002B73v408460;Name=DHH00002B73v408460_Hip1_LCV5p12_LCV3p38	.	+	1092
4	243038036	243047000	tID=DHH00037B73v400032;Name=DHH00037B73v400032_NA_LCV5p8_LCV3p5	.	+	8965
4	243081944	243142307	tID=RLC00002B73v414231;Name=RLC00002B73v414231_ji_LTRsimilarity88.89	.	+	60364
4	243141083	243142357	tID=RLX15023B73v4S0012;Name=RLX15023B73v4S0012_NA_SoloLTR	.	+	1275
4	243144263	243147342	tID=DHH00002B73v408461;Name=DHH00002B73v408461_Hip1_LCV5p7_LCV3p13	.	+	3080
4	243173357	243186385	tID=DHH01544B73v400001;Name=DHH01544B73v400001_NA_LCV5p11_LCV3p5	.	+	13029
4	243186303	243208368	tID=RLC00318B73v400012;Name=RLC00318B73v400012_hesa_LTRsimilarity99.6	.	+	22066
4	243186915	243197885	tID=RLC00052B73v400066;Name=RLC00052B73v400066_raider_LTRsimilarity98.88	.	+	10971
4	243188448	243189014	tID=RLX10780B73v4S0007;Name=RLX10780B73v4S0007_NA_SoloLTR	.	+	567
4	243191008	243191329	tID=RLX20848B73v4S0003;Name=RLX20848B73v4S0003_NA_SoloLTR	.	+	322
4	243193666	243194232	tID=RLX10780B73v4S0008;Name=RLX10780B73v4S0008_NA_SoloLTR	.	+	567
4	243196226	243196547	tID=RLX20848B73v4S0004;Name=RLX20848B73v4S0004_NA_SoloLTR	.	+	322
4	243200332	243200653	tID=RLX20848B73v4S0005;Name=RLX20848B73v4S0005_NA_SoloLTR	.	+	322
4	243202647	243203213	tID=RLX10780B73v4S0009;Name=RLX10780B73v4S0009_NA_SoloLTR	.	+	567
4	243225525	243225812	tID=DTH_4_243225525_243225812;Name=DTH,TSDlen3,TIRlen14	.	+	288
4	243234349	243234673	tID=DTH_4_243234349_243234673;Name=DTH,TSDlen3,TIRlen14	.	+	325
4	243235402	243236579	tID=DTC_4_243235402_243236579;Name=DTC,TSDlen3,TIRlen13	.	+	1178
4	243242549	243263019	tID=RLG00011B73v401085;Name=RLG00011B73v401085_milt_LTRsimilarity97.66	.	+	20471
4	243265763	243282059	tID=RLG00001B73v407329;Name=RLG00001B73v407329_cinful-zeon_LTRsimilarity96.53	.	+	16297
4	243312404	243334432	tID=RLG00005B73v403799;Name=RLG00005B73v403799_xilon-diguus_LTRsimilarity97.38	.	+	22029
4	243341585	243343125	tID=DHH00002B73v403143;Name=DHH00002B73v403143_Hip1_LCV5p8_LCV3p18	.	+	1541
4	243370799	243383438	tID=RLX09981B73v400001;Name=RLX09981B73v400001_NA_LTRsimilarity95.93	.	+	12640
4	243393055	243400230	tID=DHH00003B73v403880;Name=DHH00003B73v403880_NA_LCV5p5_LCV3p5	.	+	7176
4	243393181	243403587	tID=RLC00002B73v405590;Name=RLC00002B73v405590_ji_LTRsimilarity93.31	.	+	10407
4	243427339	243471568	tID=RLG00557B73v400006;Name=RLG00557B73v400006_NA_LTRsimilarity91.16	.	+	44230
4	243463645	243463772	tID=DTH_4_243463645_243463772;Name=DTH,TSDlen3,TIRlen14	.	+	128
4	243468804	243468877	tID=DTT_4_243468804_243468877;Name=DTT,TSDlen2,TIRlen12	.	+	74
4	243469078	243474891	tID=DHH00004B73v401139;Name=DHH00004B73v401139_NA_LCV5p8_LCV3p10	.	+	5814
4	243551553	243604722	tID=RLC00015B73v400743;Name=RLC00015B73v400743_NA_LTRsimilarity92.55	.	+	53170
4	243565212	243596314	tID=RLG02229B73v400001;Name=RLG02229B73v400001_NA_LTRsimilarity96.16	.	+	31103
4	243615199	243621557	tID=DHH00002B73v403144;Name=DHH00002B73v403144_Hip1_LCV5p13_LCV3p27	.	+	6359
4	243659862	243666052	tID=DHH00032B73v400019;Name=DHH00032B73v400019_NA_LCV5p12_LCV3p5	.	+	6191
4	243669026	243678259	tID=RLC00002B73v405593;Name=RLC00002B73v405593_ji_LTRsimilarity98.87	.	+	9234
4	243698723	243703198	tID=RLG00011B73v400503;Name=RLG00011B73v400503_milt_LTRsimilarity92.22	.	+	4476
4	243704068	243704272	tID=DTA_4_243704068_243704272;Name=DTA,TSDlen8,TIRlen11	.	+	205
4	243709673	243709859	tID=DTM_4_243709673_243709859;Name=DTM,TSDlen9,TIRlen40	.	+	187
4	243710622	243711162	tID=DTA_4_243710622_243711162;Name=DTA,TSDlen8,TIRlen11	.	+	541
4	243711433	243711800	tID=DTH_4_243711433_243711800;Name=DTH,TSDlen3,TIRlen14	.	+	368
4	243712191	243712457	tID=DTH_4_243712191_243712457;Name=DTH,TSDlen3,TIRlen14	.	+	267
4	243720828	243739091	tID=DHH00002B73v403145;Name=DHH00002B73v403145_Hip1_LCV5p26_LCV3p13	.	+	18264
4	243721613	243735590	tID=RLG00012B73v400218;Name=RLG00012B73v400218_NA_LTRsimilarity89.88	.	+	13978
4	243741208	243754173	tID=RLG00003B73v404499;Name=RLG00003B73v404499_huck_LTRsimilarity99.11	.	+	12966
4	243749099	243768005	tID=DHH00005B73v402934;Name=DHH00005B73v402934_NA_LCV5p11_LCV3p5	.	+	18907
4	243771132	243771309	tID=DTH_4_243771132_243771309;Name=DTH,TSDlen3,TIRlen14	.	+	178
4	243771494	243792458	tID=RLC22507B73v400001;Name=RLC22507B73v400001_NA_LTRsimilarity85.29	.	+	20965
4	243772818	243787059	tID=RLG00007B73v401173;Name=RLG00007B73v401173_grande_LTRsimilarity99.21	.	+	14242
4	243790007	243809320	tID=DHH00002B73v403146;Name=DHH00002B73v403146_Hip1_LCV5p10_LCV3p12	.	+	19314
4	243871320	243883523	tID=DHH00003B73v403882;Name=DHH00003B73v403882_NA_LCV5p7_LCV3p6	.	+	12204
4	243885695	243887338	tID=DHH00002B73v403147;Name=DHH00002B73v403147_Hip1_LCV5p24_LCV3p20	.	+	1644
4	243944915	244041627	tID=RLG00082B73v400042;Name=RLG00082B73v400042_NA_LTRsimilarity96.73	.	+	96713
4	243952087	243992904	tID=RLG00003B73v410491;Name=RLG00003B73v410491_huck_LTRsimilarity92.32	.	+	40818
4	243957769	243969630	tID=RLG00005B73v401912;Name=RLG00005B73v401912_xilon-diguus_LTRsimilarity99.82	.	+	11862
4	243962647	243969603	tID=RLG00542B73v4S0251;Name=RLG00542B73v4S0251_NA_SoloLTR	.	+	6957
4	244099734	244142967	tID=RLG00003B73v412120;Name=RLG00003B73v412120_huck_LTRsimilarity86.84	.	+	43234
4	244175992	244176516	tID=DTA_4_244175992_244176516;Name=DTA,TSDlen8,TIRlen11	.	+	525
4	244178400	244178649	tID=DHH00002B73v408462;Name=DHH00002B73v408462_Hip1_LCV5p13_LCV3p11	.	+	250
4	244197471	244209828	tID=RLG00003B73v404501;Name=RLG00003B73v404501_huck_LTRsimilarity86.7	.	+	12358
4	244287185	244302514	tID=DHH00008B73v401069;Name=DHH00008B73v401069_NA_LCV5p6_LCV3p6	.	+	15330
4	244338518	244358064	tID=DHH00003B73v403883;Name=DHH00003B73v403883_NA_LCV5p7_LCV3p6	.	+	19547
4	244353925	244354325	tID=DTA_4_244353925_244354325;Name=DTA,TSDlen8,TIRlen11	.	+	401
4	244359185	244374524	tID=DHH00002B73v403150;Name=DHH00002B73v403150_Hip1_LCV5p16_LCV3p50	.	+	15340
4	244373489	244373727	tID=RST00022B73v400002;Name=RST00022B73v400002_NA_TSDlen14_TSDmismat3	.	+	239
4	244377669	244377980	tID=DTH_4_244377669_244377980;Name=DTH,TSDlen3,TIRlen14	.	+	312
4	244383199	244388107	tID=DHH00002B73v408463;Name=DHH00002B73v408463_Hip1_LCV5p8_LCV3p5	.	+	4909
4	244388853	244408615	tID=RLC00046B73v400154;Name=RLC00046B73v400154_machiavelli_LTRsimilarity88.72	.	+	19763
4	244389436	244393193	tID=RLX02079B73v4S0006;Name=RLX02079B73v4S0006_NA_SoloLTR	.	+	3758
4	244425345	244425904	tID=DTA_4_244425345_244425904;Name=DTA,TSDlen8,TIRlen11	.	+	560
4	244435095	244442373	tID=DHH00002B73v403151;Name=DHH00002B73v403151_Hip1_LCV5p16_LCV3p47	.	+	7279
4	244435972	244439876	tID=RLX09975B73v400001;Name=RLX09975B73v400001_NA_LTRsimilarity98.46	.	+	3905
4	244441667	244442178	tID=RST00397B73v400001;Name=RST00397B73v400001_NA_TSDlen10_TSDmismat0	.	+	512
4	244446428	244474702	tID=RLG00009B73v401748;Name=RLG00009B73v401748_gyma_LTRsimilarity96.17	.	+	28275
4	244495977	244496487	tID=DHH00002B73v403152;Name=DHH00002B73v403152_Hip1_LCV5p10_LCV3p32	.	+	511
4	244521886	244545541	tID=RLC00034B73v400258;Name=RLC00034B73v400258_gudyeg_LTRsimilarity86.92	.	+	23656
4	244546375	244565931	tID=DHH00002B73v403153;Name=DHH00002B73v403153_Hip1_LCV5p9_LCV3p50	.	+	19557
4	244548715	244548844	tID=DTH_4_244548715_244548844;Name=DTH,TSDlen3,TIRlen14	.	+	130
4	244559306	244559497	tID=DTC_4_244559306_244559497;Name=DTC,TSDlen3,TIRlen13	.	+	192
4	244576803	244577343	tID=DTA_4_244576803_244577343;Name=DTA,TSDlen8,TIRlen11	.	+	541
4	244579287	244579815	tID=DTA_4_244579287_244579815;Name=DTA,TSDlen8,TIRlen11	.	+	529
4	244614747	244616154	tID=RLG00003B73v4S0033;Name=RLG00003B73v4S0033_huck_SoloLTR	.	+	1408
4	244748324	244767370	tID=DHH00003B73v403884;Name=DHH00003B73v403884_NA_LCV5p8_LCV3p5	.	+	19047
4	244768632	244778159	tID=RLC00002B73v412465;Name=RLC00002B73v412465_ji_LTRsimilarity99.7	.	+	9528
4	244778422	244798216	tID=RLX19790B73v400001;Name=RLX19790B73v400001_NA_LTRsimilarity96.87	.	+	19795
4	244779416	244792472	tID=DHH00002B73v408464;Name=DHH00002B73v408464_Hip1_LCV5p12_LCV3p53	.	+	13057
4	244784479	244794743	tID=RLC00002B73v405603;Name=RLC00002B73v405603_ji_LTRsimilarity99.81	.	+	10265
4	244795698	244811365	tID=DHH00002B73v408465;Name=DHH00002B73v408465_Hip1_LCV5p6_LCV3p53	.	+	15668
4	244841044	244868408	tID=RLC00002B73v414234;Name=RLC00002B73v414234_ji_LTRsimilarity88.9	.	+	27365
4	244870175	244874840	tID=DHH00002B73v408466;Name=DHH00002B73v408466_Hip1_LCV5p16_LCV3p45	.	+	4666
4	244883167	244883984	tID=DTA_4_244883167_244883984;Name=DTA,TSDlen8,TIRlen11	.	+	818
4	244884105	244884179	tID=DTA_4_244884105_244884179;Name=DTA,TSDlen8,TIRlen11	.	+	75
4	244910115	244928876	tID=DHH00004B73v401142;Name=DHH00004B73v401142_NA_LCV5p14_LCV3p10	.	+	18762
4	244922407	244946192	tID=RLC00002B73v412466;Name=RLC00002B73v412466_ji_LTRsimilarity88.24	.	+	23786
4	244923243	244925604	tID=RLC01599B73v400001;Name=RLC01599B73v400001_NA_LTRsimilarity92.27	.	+	2362
4	245024886	245035815	tID=DHH00007B73v401097;Name=DHH00007B73v401097_NA_LCV5p8_LCV3p5	.	+	10930
4	245036281	245041487	tID=RLG00290B73v400006;Name=RLG00290B73v400006_laiwa_LTRsimilarity94.76	.	+	5207
4	245055837	245080114	tID=RLG00003B73v410493;Name=RLG00003B73v410493_huck_LTRsimilarity92.75	.	+	24278
4	245113376	245161715	tID=RLC00002B73v414833;Name=RLC00002B73v414833_ji_LTRsimilarity94.69	.	+	48340
4	245127498	245161637	tID=RLG00007B73v403056;Name=RLG00007B73v403056_grande_LTRsimilarity99.19	.	+	34140
4	245201167	245201364	tID=DTA_4_245201167_245201364;Name=DTA,TSDlen8,TIRlen11	.	+	198
4	245207663	245222888	tID=DHH00002B73v408467;Name=DHH00002B73v408467_Hip1_LCV5p26_LCV3p7	.	+	15226
4	245211808	245218822	tID=RLG00120B73v400013;Name=RLG00120B73v400013_NA_LTRsimilarity91.48	.	+	7015
4	245216479	245216633	tID=DTM_4_245216479_245216633;Name=DTM,TSDlen9,TIRlen40	.	+	155
4	245305607	245345426	tID=RLC22502B73v400001;Name=RLC22502B73v400001_NA_LTRsimilarity92.42	.	+	39820
4	245311477	245321901	tID=RLX09971B73v400001;Name=RLX09971B73v400001_NA_LTRsimilarity96.12	.	+	10425
4	245317885	245323466	tID=DHH00010B73v400170;Name=DHH00010B73v400170_NA_LCV5p13_LCV3p5	.	+	5582
4	245467856	245487330	tID=DHH00182B73v400002;Name=DHH00182B73v400002_NA_LCV5p5_LCV3p7	.	+	19475
4	245473606	245488183	tID=RLC01894B73v400003;Name=RLC01894B73v400003_NA_LTRsimilarity96.49	.	+	14578
4	245520144	245522426	tID=DTA_4_245520144_245522426;Name=DTA,TSDlen8,TIRlen11	.	+	2283
4	245528628	245530944	tID=DHH00002B73v403155;Name=DHH00002B73v403155_Hip1_LCV5p23_LCV3p30	.	+	2317
4	245537347	245538244	tID=DHH00002B73v408468;Name=DHH00002B73v408468_Hip1_LCV5p12_LCV3p47	.	+	898
4	245538904	245562960	tID=RLC00004B73v410375;Name=RLC00004B73v410375_opie_LTRsimilarity93.47	.	+	24057
4	245539004	245553532	tID=DHH00003B73v403886;Name=DHH00003B73v403886_NA_LCV5p8_LCV3p6	.	+	14529
4	245562136	245578059	tID=DHH00003B73v403887;Name=DHH00003B73v403887_NA_LCV5p5_LCV3p6	.	+	15924
4	245564348	245577074	tID=RLG00003B73v404507;Name=RLG00003B73v404507_huck_LTRsimilarity93.03	.	+	12727
4	245578029	245578107	tID=DTT_4_245578029_245578107;Name=DTT,TSDlen2,TIRlen12	.	+	79
4	245584274	245601156	tID=DHH00002B73v408469;Name=DHH00002B73v408469_Hip1_LCV5p24_LCV3p38	.	+	16883
4	245589402	245598421	tID=RLC00004B73v404988;Name=RLC00004B73v404988_opie_LTRsimilarity98.83	.	+	9020
4	245603710	245630039	tID=RLX22501B73v400001;Name=RLX22501B73v400001_NA_LTRsimilarity99.17	.	+	26330
4	245616681	245623184	tID=RLC00034B73v400139;Name=RLC00034B73v400139_gudyeg_LTRsimilarity92.05	.	+	6504
4	245631599	245638119	tID=DHH01543B73v400001;Name=DHH01543B73v400001_NA_LCV5p10_LCV3p5	.	+	6521
4	245659760	245666364	tID=RLC00034B73v400140;Name=RLC00034B73v400140_gudyeg_LTRsimilarity92.85	.	+	6605
4	245762258	245774809	tID=RLG00003B73v404508;Name=RLG00003B73v404508_huck_LTRsimilarity99.41	.	+	12552
4	245765439	245772440	tID=RLG00292B73v4S0457;Name=RLG00292B73v4S0457_NA_SoloLTR	.	+	7002
4	245777980	245790714	tID=RLG00003B73v404509;Name=RLG00003B73v404509_huck_LTRsimilarity90.82	.	+	12735
4	245798621	245815353	tID=DHH00005B73v401063;Name=DHH00005B73v401063_NA_LCV5p7_LCV3p5	.	+	16733
4	245803996	245804187	tID=DTA_4_245803996_245804187;Name=DTA,TSDlen8,TIRlen11	.	+	192
4	245859805	245863926	tID=DTH_4_245859805_245863926;Name=DTH,TSDlen3,TIRlen14	.	+	4122
4	245935952	245945213	tID=RLC00002B73v405613;Name=RLC00002B73v405613_ji_LTRsimilarity98.69	.	+	9262
4	245953565	245954020	tID=DTH_4_245953565_245954020;Name=DTH,TSDlen3,TIRlen14	.	+	456
4	245954372	245957247	tID=DHH01542B73v400001;Name=DHH01542B73v400001_NA_LCV5p7_LCV3p5	.	+	2876
4	245978379	245986245	tID=DHH00002B73v408470;Name=DHH00002B73v408470_Hip1_LCV5p14_LCV3p32	.	+	7867
4	246081944	246091151	tID=DHH00002B73v403156;Name=DHH00002B73v403156_Hip1_LCV5p22_LCV3p50	.	+	9208
4	246093613	246123175	tID=RLC00004B73v410376;Name=RLC00004B73v410376_opie_LTRsimilarity94.63	.	+	29563
4	246251295	246271598	tID=RLG00018B73v400432;Name=RLG00018B73v400432_puck_LTRsimilarity91	.	+	20304
4	246435877	246489003	tID=RLC00179B73v400020;Name=RLC00179B73v400020_NA_LTRsimilarity90.17	.	+	53127
